Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.85845184326172,40.42103894931218,39.67092497568934,39.77321265360761,27913900
2015-01-05,39.49192810058594,39.832888174535164,39.42373413479574,39.52602183181378,39673900
2015-01-06,38.91229248046875,39.84993675039948,38.81852740314223,39.534547787119834,36447900
2015-01-07,39.40666961669922,39.602722311110746,38.775891948012735,39.19356843777374,29114100
2015-01-08,40.565956115722656,40.70234079249995,39.82436463897533,39.849935749725084,29645200
2015-01-09,40.2249870300293,40.7620030404408,39.97779207433727,40.582998787525874,23944200
2015-01-12,39.72208023071289,40.52334318387245,39.51750480770838,40.421052220702464,23651900
2015-01-13,39.51749038696289,40.83871728825554,39.261769575691176,40.03745787915975,35270600
2015-01-14,39.176536560058594,39.41521219276174,38.88671870380052,39.176536560058594,29719600
2015-01-15,38.767372131347656,39.53453779589711,38.70770405206786,39.398153150162365,32750800
2015-01-16,39.41520309448242,39.44929681842669,38.50312688105879,38.622466295696704,35695300
2015-01-20,39.54307174682617,39.764698891955724,38.84409983064967,39.466355158384005,36161900
2015-01-21,39.1424446105957,39.329974792194434,38.76738749906599,39.15949310452902,39081100
2015-01-22,40.17383575439453,40.182358370944314,39.27881144003168,39.53453220818307,35898000
2015-01-23,40.216468811035156,40.395473083532245,39.89255399532584,40.36990197365183,26211600
2015-01-26,40.071556091308594,40.17384702860842,39.415207127802645,40.06303347236706,42525500
2015-01-27,36.36359786987305,36.82389735913314,35.894775761182395,36.61079610503129,169164000
2015-01-28,35.11055374145508,36.47440341907029,35.08498263711428,36.43178382794684,84507100
2015-01-29,35.809532165527344,35.90329723460598,34.7696002898378,34.88893646805897,63585300
2015-01-30,34.43716812133789,35.443006422273065,34.39454526403773,35.41743205755947,78004900
2015-02-02,35.18727493286133,35.263991507637435,34.292250394917936,34.599116694022364,50352500
2015-02-03,35.460052490234375,35.74134774697224,34.991230314005485,35.48562685554444,52082400
2015-02-04,35.66462707519531,35.980016030161046,35.25547304537478,35.7498662786994,41614800
2015-02-05,36.18458938598633,36.346545149656606,35.68167035476453,35.988536645227555,36548200
2015-02-06,36.150489807128906,36.47440456282387,35.928865975337494,36.38063950841219,34616600
2015-02-09,36.10787582397461,36.431790629989266,35.98001377506523,36.00558813584729,31381100
2015-02-10,36.312442779541016,36.45735328481204,35.954434328282424,36.43178218162677,29670700
2015-02-11,36.12491989135742,36.355069600218116,35.98000937022295,36.355069600218116,38262500
2015-02-12,36.73012924194336,36.73012924194336,36.23573281261489,36.36359485514241,33268800
2015-02-13,37.394996643066406,37.394996643066406,36.78126741498026,36.97732012341977,40264900
2015-02-17,37.41217803955078,37.77273438678963,37.07737150664744,37.74698129764625,33695700
2015-02-18,37.369239807128906,37.51518157309671,37.249054396806486,37.45508886793551,27111700
2015-02-19,37.3434944152832,37.36924750142431,36.95718174912912,37.06878391375307,27603400
2015-02-20,37.652557373046875,37.66972719459166,37.16322892085067,37.35209040822607,29721100
2015-02-23,37.90149688720703,37.93583323919379,37.47226137670551,37.51518427279425,32518800
2015-02-24,37.84999084472656,38.03026898936668,37.70404905515551,37.901500289541175,25271700
2015-02-25,37.764156341552734,37.85000216711619,37.60104468825051,37.72981670140402,29759800
2015-02-26,37.82423782348633,37.97017633849606,37.67829603366924,37.76414510850499,28957300
2015-02-27,37.64396286010742,37.94442976135502,37.48085450215559,37.88433703606708,33807700
2015-03-02,37.66971969604492,37.93584368999282,37.38642260916211,37.48943824311588,31924000
2015-03-03,37.154632568359375,37.626794349225996,36.991524218937656,37.39500673174813,31748600
2015-03-04,36.96577835083008,37.09454709137433,36.811253242330274,36.92285216250694,25748700
2015-03-05,37.008697509765625,37.1202996934285,36.75974005190538,36.97435787251427,23193500
2015-03-06,36.36484146118164,37.008694877208775,36.18456329064792,36.914262518888876,36248800
2015-03-09,36.78548049926758,37.02585460260241,36.21888977858971,36.21888977858971,32108000
2015-03-10,36.08155059814453,36.66531139116267,36.08155059814453,36.35626117429325,39159700
2015-03-11,36.03862380981445,36.373427083822506,35.918438355022644,36.32192090308775,32215300
2015-03-12,35.21448516845703,35.75532288229614,35.07712992246062,35.480612390303314,59992500
2015-03-13,35.523529052734375,35.600791569715554,34.86250602407469,34.93976854105587,58007700
2015-03-16,35.678062438964844,35.746738428577004,35.437688288303356,35.60079990389643,35273500
2015-03-17,35.79826354980469,35.90986576594376,35.32610486202876,35.514966372253724,31673400
2015-03-18,36.48502731323242,36.76832439133706,35.48061754498768,35.56646335815449,44194800
2015-03-19,36.30474090576172,36.56228156165256,36.24464819521409,36.27898454780765,33879100
2015-03-20,36.81125259399414,36.897098419511686,36.47644928974405,36.536542022568,71904500
2015-03-23,36.7940788269043,37.02586646070703,36.725399554011055,36.81124864512761,26246100
2015-03-24,36.82841110229492,37.060195414961925,36.6996391287623,36.725392213545895,25513300
2015-03-25,35.59221649169922,36.8541702506399,35.57504667408279,36.84558370442776,43469900
2015-03-26,35.377593994140625,35.72098375133459,35.12863658391537,35.38618053921456,37495600
2015-03-27,35.171566009521484,35.56646197441772,35.051380565840695,35.30033472426187,34401400
2015-03-30,35.162994384765625,35.66090946250939,35.12007146163819,35.28317987944609,35049700
2015-03-31,34.905433654785156,35.22306703446327,34.80241804309633,35.00844926647399,34887200
2015-04-01,34.95695114135742,34.99128750328273,34.604978051860996,34.853932231157486,36865300
2015-04-02,34.587799072265625,34.9741116961732,34.44185729220848,34.90543244089757,37487500
2015-04-06,35.66948699951172,35.86693503398424,34.49338206599775,34.630737362796395,39223700
2015-04-07,35.652305603027344,35.97852555506536,35.46344417800115,35.72098486653326,28809400
2015-04-08,35.55788040161133,35.78966805033071,35.23166365879874,35.59222004026787,24753400
2015-04-09,35.60936737060547,35.72955275519246,35.411919485240254,35.411919485240254,25723900
2015-04-10,35.81541442871094,36.01286238371052,35.54928721555118,35.73815190068438,28022000
2015-04-13,35.849761962890625,36.107305986500236,35.53212848186261,35.54071502921402,30276700
2015-04-14,35.75532150268555,36.08153815258542,35.53211718979905,35.88409019875952,24244400
2015-04-15,36.27899169921875,36.45068659525997,35.781080102987744,35.84975609651958,27343600
2015-04-16,36.19314956665039,36.34767466130999,35.90126919616095,36.012871381150234,22509700
2015-04-17,35.72957229614258,35.832591203393285,35.3346763094386,35.772495203426416,42387600
2015-04-20,36.83699417114258,37.06019521259872,35.78107512828571,35.82399802762644,46057700
2015-04-21,36.6052131652832,37.04303533176284,36.51078080487356,36.91426333578462,26013800
2015-04-22,36.90568161010742,37.02586706482357,36.52795215264749,36.63096778886018,25064300
2015-04-23,37.20614242553711,37.43793004554512,36.742567185521075,36.819829725523746,46309500
2015-04-24,41.09502029418945,41.326807938618416,39.18921623134264,39.197799503443804,130933700
2015-04-27,41.23237228393555,41.31822137214293,40.537012680899025,40.54559595231583,59248200
2015-04-28,42.20243453979492,42.24535743514962,40.94906765651855,41.01774363412466,60730800
2015-04-29,42.11659622192383,42.331214011584414,41.63585119415339,41.824715896993126,47804600
2015-04-30,41.756038665771484,42.52866405609686,41.72169903179975,41.80754811672909,64725500
