Date,AAPL,MSFT,GOOGL,AMZN
2015-02-27,28.56418228149414,37.64396286010742,27.92053985595703,19.007999420166016
2015-03-02,28.70425796508789,37.66971969604492,28.53539276123047,19.283000946044922
2015-03-03,28.76430320739746,37.154632568359375,28.722482681274414,19.230499267578125
2015-03-04,28.581968307495117,36.96577835083008,28.69965171813965,19.13599967956543
2015-03-05,28.108348846435547,37.008697509765625,28.85349464416504,19.39150047302246
2015-03-06,28.150588989257812,36.36484146118164,28.430191040039062,19.004499435424805
2015-03-09,28.27066421508789,36.78548049926758,28.48973846435547,18.92799949645996
2015-03-10,27.685867309570312,36.08155059814453,27.782581329345703,18.475500106811523
2015-03-11,27.181110382080078,36.03862380981445,27.576143264770508,18.318500518798828
2015-03-12,27.672521591186523,35.21448516845703,27.848087310791016,18.711999893188477
2015-03-13,27.481287002563477,35.523529052734375,27.442651748657227,18.52899932861328
2015-03-16,27.78370475769043,35.678062438964844,27.871414184570312,18.667499542236328
2015-03-17,28.24842643737793,35.79826354980469,27.671424865722656,18.59600067138672
2015-03-18,28.5664005279541,36.48502731323242,28.09571647644043,18.756999969482422
2015-03-19,28.350709915161133,36.30474090576172,27.972148895263672,18.66200065612793
2015-03-20,27.994937896728516,36.81125259399414,28.035669326782227,18.92449951171875
2015-03-23,28.28622817993164,36.7940788269043,28.0565128326416,18.75550079345703
2015-03-24,28.170602798461914,36.82841110229492,28.660449981689453,18.704500198364258
2015-03-25,27.434602737426758,35.59221649169922,28.13740348815918,18.54800033569336
2015-03-26,27.62582778930664,35.377593994140625,27.970661163330078,18.36750030517578
2015-03-27,27.405689239501953,35.171566009521484,27.668447494506836,18.527999877929688
2015-03-30,28.099445343017578,35.162994384765625,27.846595764160156,18.72949981689453
2015-03-31,27.668075561523438,34.905433654785156,27.527013778686523,18.604999542236328
2015-04-01,27.628047943115234,34.95695114135742,27.268468856811523,18.51300048828125
2015-04-02,27.86597442626953,34.587799072265625,26.86253547668457,18.612499237060547
2015-04-06,28.31736183166504,35.66948699951172,26.993541717529297,18.851999282836914
2015-04-07,28.01939582824707,35.652305603027344,27.0387020111084,18.720500946044922
2015-04-08,27.928226470947266,35.55788040161133,27.236207962036133,19.059999465942383
2015-04-09,28.14168930053711,35.60936737060547,27.19551658630371,19.177000045776367
2015-04-10,28.26177215576172,35.81541442871094,27.221323013305664,19.13249969482422
2015-04-13,28.206180572509766,35.849761962890625,27.226285934448242,19.118000030517578
2015-04-14,28.083881378173828,35.75532150268555,26.786609649658203,19.25550079345703
2015-04-15,28.190614700317383,36.27899169921875,26.849136352539062,19.172500610351562
2015-04-16,28.054969787597656,36.19314956665039,26.972204208374023,19.302000045776367
2015-04-17,27.739227294921875,35.72957229614258,26.437246322631836,18.777999877929688
2015-04-20,28.372947692871094,36.83699417114258,27.022327423095703,19.475500106811523
2015-04-21,28.21952247619629,36.6052131652832,26.94243049621582,19.55900001525879
2015-04-22,28.599754333496094,36.90568161010742,27.253082275390625,19.489999771118164
2015-04-23,28.83322525024414,37.20614242553711,27.663976669311523,19.499500274658203
2015-04-24,28.968870162963867,41.09502029418945,28.467906951904297,22.2549991607666
2015-04-27,29.495861053466797,41.23237228393555,28.09372901916504,21.92799949645996
2015-04-28,29.031126022338867,42.20243453979492,28.006887435913086,21.465499877929688
2015-04-29,28.604196548461914,42.11659622192383,27.859004974365234,21.4685001373291
2015-04-30,27.828174591064453,41.756038665771484,27.232736587524414,21.089000701904297
2015-05-01,28.67314338684082,41.77320098876953,27.351341247558594,21.14349937438965
2015-05-04,28.61754608154297,41.41265869140625,27.434709548950195,21.152000427246094
2015-05-05,27.972705841064453,40.86322784423828,26.948387145996094,21.059499740600586
2015-05-06,27.797039031982422,39.73004150390625,26.55337142944336,20.954999923706055
2015-05-07,27.968976974487305,40.09060287475586,26.898761749267578,21.3439998626709
2015-05-08,28.49593734741211,40.99200439453125,27.241668701171875,21.684499740600586
2015-05-11,28.20566177368164,40.66577911376953,27.084360122680664,21.642499923706055
2015-05-12,28.105180740356445,40.64860534667969,26.734500885009766,21.551000595092773
2015-05-13,28.13644027709961,40.888980865478516,26.772214889526367,21.3435001373291
2015-05-14,28.792905807495117,41.82470703125,27.25407600402832,21.61400032043457
2015-05-15,28.752716064453125,41.46415710449219,27.119590759277344,21.299999237060547
2015-05-18,29.06977081298828,41.21520233154297,27.12852668762207,21.261999130249023
2015-05-19,29.04298973083496,41.111515045166016,27.258047103881836,21.085500717163086
2015-05-20,29.040756225585938,41.111515045166016,27.4183349609375,21.19300079345703
2015-05-21,29.337724685668945,40.9732666015625,27.631725311279297,21.581499099731445
2015-05-22,29.594497680664062,40.52397155761719,27.518081665039062,21.381500244140625
2015-05-26,28.942502975463867,40.25611114501953,27.154329299926758,21.273500442504883
2015-05-27,29.482860565185547,41.13744354248047,27.504680633544922,21.570999145507812
2015-05-28,29.4248046875,40.99919128417969,27.501209259033203,21.328500747680664
2015-05-29,29.08987808227539,40.48939895629883,27.061527252197266,21.46150016784668
2015-06-01,29.147930145263672,40.80908966064453,27.25457191467285,21.54599952697754
2015-06-02,29.01842498779297,40.54124450683594,27.489795684814453,21.54949951171875
2015-06-03,29.05414581298828,40.48075866699219,27.556293487548828,21.829500198364258
2015-06-04,28.88445281982422,40.057369232177734,27.37763786315918,21.538999557495117
2015-06-05,28.72591781616211,39.867279052734375,27.270450592041016,21.34749984741211
2015-06-08,28.5361270904541,39.51301956176758,26.970216751098633,21.174999237060547
2015-06-09,28.45126724243164,39.44389343261719,26.90471649169922,21.27400016784668
2015-06-10,28.777271270751953,40.27339172363281,27.422801971435547,21.53849983215332
2015-06-11,28.712514877319336,40.126495361328125,27.29576301574707,21.648500442504883
2015-06-12,28.39545249938965,39.72039794921875,27.16822624206543,21.496000289916992
2015-06-15,28.339637756347656,39.2970085144043,26.946399688720703,21.183500289916992
2015-06-16,28.491466522216797,39.59941864013672,27.039199829101562,21.363000869750977
2015-06-17,28.424482345581055,39.72039794921875,27.125049591064453,21.390499114990234
2015-06-18,28.553985595703125,40.36842727661133,27.6004581451416,21.969499588012695
2015-06-19,28.26818084716797,39.83272933959961,27.66695785522461,21.746000289916992
2015-06-22,28.493698120117188,39.94504165649414,27.77414321899414,21.81450080871582
2015-06-23,28.364192962646484,39.66854476928711,27.958255767822266,22.29949951171875
2015-06-24,28.6053466796875,39.43524932861328,27.719057083129883,22.04199981689453
2015-06-25,28.469141006469727,39.44389343261719,27.688295364379883,22.0049991607666
2015-06-26,28.301677703857422,39.1069221496582,27.445629119873047,21.905000686645508
2015-06-29,27.80597496032715,38.33790588378906,26.859556198120117,21.493000030517578
2015-06-30,28.00693130493164,38.1478271484375,26.799514770507812,21.704500198364258
2015-07-01,28.26818084716797,38.40705108642578,26.96129035949707,21.86949920654297
2015-07-02,28.232450485229492,38.36383056640625,27.161775588989258,21.885499954223633
2015-07-06,28.134201049804688,38.355194091796875,27.076416015625,21.802000045776367
2015-07-07,28.064985275268555,38.27743148803711,27.295265197753906,21.836000442504883
2015-07-08,27.368328094482422,38.225582122802734,26.881885528564453,21.485000610351562
2015-07-09,26.810110092163086,38.4675178527832,27.02828025817871,21.719499588012695
2015-07-10,27.526865005493164,38.5452880859375,27.596986770629883,22.175500869750977
2015-07-13,28.05828857421875,39.348846435546875,28.372129440307617,22.778499603271484
2015-07-14,28.047130584716797,39.4179801940918,28.989961624145508,23.278499603271484
2015-07-15,28.317302703857422,39.5389289855957,28.979042053222656,23.059499740600586
2015-07-16,28.694664001464844,40.316593170166016,29.863359451293945,23.77400016784668
2015-07-17,28.942502975463867,40.282020568847656,34.71867370605469,24.15049934387207
2015-07-20,29.48956871032715,40.54124450683594,34.3822135925293,24.405000686645508
2015-07-21,29.19482421875,40.852294921875,34.506778717041016,24.399999618530273
2015-07-22,27.96003532409668,39.348846435546875,34.4943733215332,24.41349983215332
2015-07-23,27.946643829345703,39.84135055541992,33.4835090637207,24.108999252319336
2015-07-24,27.79927635192871,39.69446563720703,32.49298858642578,26.47100067138672
2015-07-27,27.412981033325195,39.18468475341797,32.66667938232422,26.570499420166016
2015-07-28,27.549192428588867,39.17603302001953,32.735660552978516,26.30150032043457
2015-07-29,27.462106704711914,39.99688720703125,32.82349395751953,26.450000762939453
2015-07-30,27.323667526245117,40.50668716430664,32.97882080078125,26.83799934387207
2015-07-31,27.08475112915039,40.35115051269531,32.62846755981445,26.8075008392334
2015-08-03,26.446149826049805,40.44620132446289,32.98676681518555,26.75149917602539
2015-08-04,25.5976619720459,41.07693862915039,32.81604766845703,26.594999313354492
2015-08-05,25.767356872558594,41.111515045166016,33.41204833984375,26.850500106811523
2015-08-06,25.823434829711914,40.282020568847656,33.256221771240234,26.472999572753906
2015-08-07,25.910905838012695,40.38572311401367,32.97038650512695,26.131000518798828
2015-08-10,26.852964401245117,40.8955078125,32.908348083496094,26.200000762939453
2015-08-11,25.455581665039062,40.10057830810547,34.256168365478516,26.37299919128418
2015-08-12,25.84810447692871,40.38572311401367,34.31423568725586,26.295499801635742
2015-08-13,25.827919006347656,40.37706756591797,34.06808853149414,26.482999801635742
2015-08-14,26.009593963623047,40.61035919189453,34.21001434326172,26.576000213623047
2015-08-17,26.278764724731445,40.88685607910156,34.44524002075195,26.76099967956543
2015-08-18,26.130725860595703,41.113006591796875,34.178260803222656,26.750999450683594
2015-08-19,25.796524047851562,40.53896713256836,34.4417610168457,26.645999908447266
2015-08-20,25.26717758178711,39.71269989013672,33.71922302246094,25.788999557495117
2015-08-21,23.721763610839844,37.46004867553711,31.96002197265625,24.723499298095703
2015-08-24,23.129613876342773,36.251102447509766,30.673736572265625,23.168500900268555
2015-08-25,23.268680572509766,35.19871139526367,30.39385223388672,23.318500518798828
2015-08-26,24.603252410888672,37.14693832397461,32.7396240234375,25.03849983215332
2015-08-27,25.327733993530273,38.181949615478516,33.14754104614258,25.918500900268555
2015-08-28,25.410720825195312,38.208030700683594,32.737152099609375,25.90049934387207
2015-08-31,25.291847229003906,37.85143280029297,32.148094177246094,25.644500732421875
2015-09-01,24.161388397216797,36.37287139892578,31.241945266723633,24.82699966430664
2015-09-02,25.19763946533203,37.712284088134766,32.00368881225586,25.52750015258789
2015-09-03,24.755775451660156,37.83403396606445,31.61363983154297,25.236000061035156
2015-09-04,24.509050369262695,37.05996322631836,31.212169647216797,24.950000762939453
2015-09-08,25.1909122467041,38.173255920410156,31.95256805419922,25.87700080871582
2015-09-09,24.706432342529297,37.46004867553711,31.92925453186035,25.844499588012695
2015-09-10,25.249229431152344,37.65140151977539,32.30987548828125,26.11199951171875
2015-09-11,25.617076873779297,37.81664276123047,32.519290924072266,26.472000122070312
2015-09-14,25.863811492919922,37.4339714050293,32.37885284423828,26.069000244140625
2015-09-15,26.081377029418945,38.251529693603516,33.00413131713867,26.118499755859375
2015-09-16,26.110530853271484,38.52984619140625,33.026466369628906,26.36949920654297
2015-09-17,25.55202865600586,38.486351013183594,33.33165740966797,26.943500518798828
2015-09-18,25.446611404418945,37.81664276123047,32.798187255859375,27.01300048828125
2015-09-21,25.841381072998047,38.36458969116211,33.09891128540039,27.41950035095215
2015-09-22,25.43539810180664,38.181949615478516,32.415077209472656,26.920000076293945
2015-09-23,25.641756057739258,38.15584182739258,32.41954803466797,26.803499221801758
2015-09-24,25.794275283813477,38.19063186645508,32.499942779541016,26.6875
2015-09-25,25.72922706604004,38.21675109863281,31.767473220825195,26.212499618530273
2015-09-28,25.22007179260254,37.65140151977539,30.978435516357422,25.202999114990234
2015-09-29,24.461946487426758,37.7818603515625,30.897050857543945,24.803499221801758
2015-09-30,24.74007797241211,38.49504470825195,31.679141998291016,25.594499588012695
2015-10-01,24.578582763671875,38.79946517944336,31.859275817871094,26.035999298095703
2015-10-02,24.758026123046875,39.634429931640625,32.6031608581543,26.62700080871582
2015-10-05,24.847732543945312,40.556358337402344,33.3321533203125,27.18400001525879
2015-10-06,24.966617584228516,40.66071701049805,33.33016586303711,26.874000549316406
2015-10-07,24.847732543945312,40.704219818115234,33.248779296875,27.097000122070312
2015-10-08,24.560636520385742,41.26955795288086,33.09990692138672,26.658000946044922
2015-10-09,25.148298263549805,40.973838806152344,33.31031799316406,26.989999771118164
2015-10-12,25.031661987304688,40.878170013427734,33.567867279052734,27.50950050354004
2015-10-13,25.074281692504883,40.782501220703125,33.902339935302734,27.44499969482422
2015-10-14,24.719890594482422,40.599853515625,33.765377044677734,27.241500854492188
2015-10-15,25.089982986450195,40.886863708496094,34.39114761352539,28.121999740600586
2015-10-16,24.90605354309082,41.32173538208008,34.505287170410156,28.538000106811523
2015-10-19,25.06081771850586,41.41740798950195,34.735050201416016,28.657499313354492
2015-10-20,25.518390655517578,41.54785919189453,33.745033264160156,28.04400062561035
2015-10-21,25.516151428222656,41.0521125793457,33.33810806274414,27.78849983215332
2015-10-22,25.90642738342285,41.77400588989258,33.80160903930664,28.195499420166016
2015-10-23,26.70941162109375,45.983585357666016,35.6967887878418,29.951499938964844
2015-10-26,25.85708236694336,47.183834075927734,36.28186798095703,30.430500030517578
2015-10-27,25.69334602355957,46.696773529052734,36.36622619628906,30.550500869750977
2015-10-28,26.752031326293945,46.94900894165039,36.56968688964844,30.854999542236328
2015-10-29,27.03464698791504,46.409751892089844,36.96321487426758,31.327499389648438
2015-10-30,26.803611755371094,45.78353500366211,36.59300994873047,31.295000076293945
2015-11-02,27.180435180664062,46.30538558959961,37.10663604736328,31.417499542236328
2015-11-03,27.492210388183594,47.09687423706055,37.16023635864258,31.265499114990234
2015-11-04,27.364362716674805,47.314300537109375,37.48229217529297,32.04750061035156
2015-11-05,27.238218307495117,47.29690170288086,37.748287200927734,32.782501220703125
2015-11-06,27.269752502441406,47.76656723022461,37.794437408447266,32.96849822998047
2015-11-09,27.15937614440918,47.105552673339844,37.45549774169922,32.77450180053711
2015-11-10,26.303396224975586,46.54022216796875,37.628684997558594,32.98400115966797
2015-11-11,26.15471839904785,46.661983489990234,37.9755744934082,33.662498474121094
2015-11-12,26.066875457763672,46.374977111816406,37.54283905029297,33.279998779296875
2015-11-13,25.305503845214844,45.95750045776367,36.72601318359375,32.11750030517578
2015-11-16,25.719980239868164,46.766361236572266,37.2396240234375,32.390499114990234
2015-11-17,25.60959815979004,46.38109588623047,37.019287109375,32.165000915527344
2015-11-18,26.4205265045166,47.15161895751953,37.71553039550781,33.176998138427734
2015-11-19,26.756166458129883,47.23043441772461,37.71206283569336,33.063499450683594
2015-11-20,26.873292922973633,47.449337005615234,38.558658599853516,33.42250061035156
2015-11-23,26.524145126342773,47.449337005615234,38.54377365112305,33.949501037597656
2015-11-24,26.778688430786133,47.50187683105469,38.19292449951172,33.557498931884766
2015-11-25,26.587217330932617,47.01152038574219,38.174564361572266,33.766998291015625
2015-11-27,26.537660598754883,47.221675872802734,38.309051513671875,33.66299819946289
2015-11-30,26.648048400878906,47.589439392089844,37.85646438598633,33.2400016784668
2015-12-01,26.431791305541992,48.35120391845703,38.89561462402344,33.952999114990234
2015-12-02,26.193012237548828,48.34245681762695,38.60084533691406,33.800498962402344
2015-12-03,25.949745178222656,47.458099365234375,38.12195587158203,33.3125
2015-12-04,26.812480926513672,48.95538330078125,38.668331146240234,33.63199996948242
2015-12-07,26.643535614013672,48.86783218383789,38.35966873168945,33.49150085449219
2015-12-08,26.63226890563965,48.85029983520508,38.46635818481445,33.86650085449219
2015-12-09,26.044353485107422,48.14106369018555,37.841575622558594,33.239498138427734
2015-12-10,26.168237686157227,48.39501190185547,37.71702194213867,33.11600112915039
2015-12-11,25.494709014892578,47.33551788330078,37.2396240234375,32.00749969482422
2015-12-14,25.337039947509766,48.281166076660156,37.84107971191406,32.89550018310547
2015-12-15,24.888771057128906,48.333702087402344,37.719505310058594,32.93199920654297
2015-12-16,25.080242156982422,49.14802551269531,38.53831481933594,33.78850173950195
2015-12-17,24.54863739013672,48.771507263183594,38.20284652709961,33.532501220703125
2015-12-18,23.88412857055664,47.39678955078125,37.558712005615234,33.207000732421875
2015-12-21,24.17696189880371,48.00973129272461,37.754737854003906,33.22549819946289
2015-12-22,24.154434204101562,48.46504211425781,38.06886291503906,33.157501220703125
2015-12-23,24.465288162231445,48.87657165527344,38.13734436035156,33.185001373291016
2015-12-24,24.334636688232422,48.745235443115234,38.004844665527344,33.13949966430664
2015-12-28,24.06207847595215,48.990413665771484,38.81869888305664,33.7599983215332
2015-12-29,24.49457359313965,49.51576614379883,39.40030288696289,34.69850158691406
2015-12-30,24.174701690673828,49.30562973022461,39.21867752075195,34.45349884033203
2015-12-31,23.710678100585938,48.57887268066406,38.60877990722656,33.794498443603516
2016-01-04,23.73094940185547,47.98345947265625,37.68724822998047,31.84950065612793
2016-01-05,23.136260986328125,48.202369689941406,37.790958404541016,31.68950080871582
2016-01-06,22.68349838256836,47.326744079589844,37.681785583496094,31.63249969482422
2016-01-07,21.72614860534668,45.68060302734375,36.772159576416016,30.39699935913086
2016-01-08,21.841033935546875,45.82071304321289,36.271446228027344,30.352500915527344
2016-01-11,22.19468879699707,45.79444122314453,36.378631591796875,30.886999130249023
2016-01-12,22.516801834106445,46.2147216796875,36.98752975463867,30.894500732421875
2016-01-13,21.93789291381836,45.21653366088867,35.708702087402344,29.090499877929688
2016-01-14,22.417686462402344,46.50367736816406,36.29526138305664,29.649999618530273
2016-01-15,21.87932014465332,44.647377014160156,35.25810241699219,28.509000778198242
2016-01-19,21.773452758789062,44.27086639404297,35.68437194824219,28.724000930786133
2016-01-20,21.80274200439453,44.472259521484375,35.65857696533203,28.588499069213867
2016-01-21,21.69236183166504,44.20082092285156,36.06103515625,28.750999450683594
2016-01-22,22.845685958862305,45.78568649291992,36.99348831176758,29.819000244140625
2016-01-25,22.39967155456543,45.34788131713867,36.405921936035156,29.826499938964844
2016-01-26,22.523561477661133,45.68060302734375,36.414363861083984,30.0625
2016-01-27,21.043617248535156,44.848777770996094,35.60994338989258,29.167499542236328
2016-01-28,21.194543838500977,45.58428955078125,37.134422302246094,31.767499923706055
2016-01-29,21.9266357421875,48.23738098144531,37.78202819824219,29.350000381469727
2016-02-01,21.721643447875977,47.90465545654297,38.2495002746582,28.74049949645996
2016-02-02,21.282390594482422,46.40735626220703,38.75270080566406,27.604999542236328
2016-02-03,21.70362663269043,45.67184829711914,37.18801498413086,26.553499221801758
2016-02-04,21.878009796142578,45.531742095947266,36.2277717590332,26.812999725341797
2016-02-05,21.29369354248047,43.920616149902344,34.92412185668945,25.10650062561035
2016-02-08,21.517908096313477,43.263912200927734,34.94397735595703,24.405000686645508
2016-02-09,21.513378143310547,43.15008544921875,34.788150787353516,24.103500366210938
2016-02-10,21.35030746459961,43.526615142822266,35.07746124267578,24.52400016784668
2016-02-11,21.221220016479492,43.50907897949219,35.05315017700195,25.19099998474121
2016-02-12,21.28689193725586,44.21833038330078,35.07945251464844,25.354000091552734
2016-02-16,21.88707160949707,45.05614471435547,35.612918853759766,26.05500030517578
2016-02-17,22.22226333618164,46.229068756103516,36.32404708862305,26.704999923706055
2016-02-18,21.801008224487305,46.02623748779297,35.60646438598633,26.25
2016-02-19,21.75118637084961,45.69991683959961,35.83474349975586,26.7450008392334
2016-02-22,21.941425323486328,46.4318962097168,36.17913818359375,27.975000381469727
2016-02-23,21.4454402923584,45.135494232177734,35.59554672241211,27.64699935913086
2016-02-24,21.7647705078125,45.294246673583984,35.77469253540039,27.70199966430664
2016-02-25,21.914247512817383,45.94685745239258,36.182613372802734,27.75749969482422
2016-02-26,21.94822120666504,45.241329193115234,35.97121047973633,27.761499404907227
2016-02-29,21.898399353027344,44.870948791503906,35.59207534790039,27.625999450683594
2016-03-01,22.768075942993164,46.370155334472656,36.83021926879883,28.95199966430664
2016-03-02,22.817907333374023,46.69647979736328,36.69673156738281,29.010499954223633
2016-03-03,22.987764358520508,46.16732406616211,36.3051872253418,28.874500274658203
2016-03-04,23.32975196838379,45.88511657714844,36.23720169067383,28.756999969482422
2016-03-07,23.071565628051758,45.00322341918945,35.37273406982422,28.139999389648438
2016-03-08,22.881317138671875,45.54999923706055,35.40895080566406,28.01300048828125
2016-03-09,22.901704788208008,46.59946060180664,35.998504638671875,27.973499298095703
2016-03-10,22.91302490234375,45.90274429321289,36.3339729309082,27.946500778198242
2016-03-11,23.159894943237305,46.80229187011719,36.964210510253906,28.480499267578125
2016-03-14,23.218778610229492,46.890480041503906,37.230690002441406,28.668500900268555
2016-03-15,23.685327529907227,47.2608757019043,37.247066497802734,28.85099983215332
2016-03-16,24.000137329101562,47.931129455566406,37.58402633666992,28.713499069213867
2016-03-17,23.96163558959961,48.20450210571289,37.63960266113281,27.972000122070312
2016-03-18,23.988807678222656,47.17270278930664,37.48725891113281,27.604000091552734
2016-03-21,23.986543655395508,47.49900436401367,37.822227478027344,27.698999404907227
2016-03-22,24.169992446899414,47.68418884277344,37.7175178527832,28.02400016784668
2016-03-23,24.036373138427734,47.59600067138672,37.59394836425781,28.48150062561035
2016-03-24,23.93218994140625,47.807647705078125,37.45896911621094,29.147499084472656
2016-03-28,23.82347869873047,47.21678161621094,37.38155746459961,28.993499755859375
2016-03-29,24.387413024902344,48.248600006103516,38.00732421875,29.69300079345703
2016-03-30,24.813201904296875,48.5484619140625,38.128910064697266,29.934499740600586
2016-03-31,24.684110641479492,48.707183837890625,37.85894775390625,29.68199920654297
2016-04-01,24.910587310791016,49.00703048706055,38.194908142089844,29.924999237060547
2016-04-04,25.166507720947266,48.88356399536133,37.9691162109375,29.659500122070312
2016-04-05,24.869815826416016,48.1163330078125,37.64407730102539,29.30699920654297
2016-04-06,25.130273818969727,48.610172271728516,38.115509033203125,30.104000091552734
2016-04-07,24.582189559936523,48.028133392333984,37.72098922729492,29.571500778198242
2016-04-08,24.609373092651367,47.99285888671875,37.68873596191406,29.729999542236328
2016-04-11,24.690906524658203,47.89585876464844,37.59295654296875,29.796499252319336
2016-04-12,25.012502670288086,48.19568634033203,37.92941665649414,30.15850067138672
2016-04-13,25.3748722076416,48.813018798828125,38.30607223510742,30.740999221801758
2016-04-14,25.388458251953125,48.82185363769531,38.47876739501953,31.037500381469727
2016-04-15,24.878875732421875,49.07759475708008,38.70753860473633,31.29450035095215
2016-04-18,24.342126846313477,49.79191589355469,39.088653564453125,31.767499923706055
2016-04-19,24.21302604675293,49.730186462402344,38.521446228027344,31.395000457763672
2016-04-20,24.262849807739258,49.02467727661133,38.455448150634766,31.649499893188477
2016-04-21,24.000137329101562,49.192237854003906,38.70753860473633,31.549999237060547
2016-04-22,23.934457778930664,45.66464614868164,36.61186981201172,31.024999618530273
2016-04-25,23.798568725585938,45.95568084716797,36.832210540771484,31.309999465942383
2016-04-26,23.63323402404785,45.36479949951172,35.99652099609375,30.8439998626709
2016-04-27,22.154325485229492,44.9238395690918,35.802494049072266,30.328500747680664
2016-04-28,21.477140426635742,44.006675720214844,34.98863220214844,30.100000381469727
2016-04-29,21.230281829833984,43.98023223876953,35.12857437133789,32.97949981689453
2016-05-02,21.20763397216797,44.63282775878906,35.45262908935547,34.192501068115234
2016-05-03,21.556411743164062,43.900848388671875,35.1563720703125,33.566001892089844
2016-05-04,21.332195281982422,43.98023223876953,35.30177307128906,33.54499816894531
2016-05-05,21.245609283447266,44.04195022583008,35.4675178527832,32.954498291015625
2016-05-06,21.127126693725586,44.43880081176758,35.987091064453125,33.6974983215332
2016-05-09,21.14307403564453,44.15660095214844,36.18311309814453,33.98749923706055
2016-05-10,21.286624908447266,44.99440002441406,36.69176483154297,35.153499603271484
2016-05-11,21.07927894592285,45.020851135253906,36.253578186035156,35.6614990234375
2016-05-12,20.58481788635254,45.426536560058594,36.13050842285156,35.89649963378906
2016-05-13,20.625829696655273,45.047306060791016,35.969722747802734,35.49599838256836
2016-05-16,21.39143180847168,45.7087287902832,36.241172790527344,35.53300094604492
2016-05-17,21.302570343017578,44.856197357177734,35.73945999145508,34.76350021362305
2016-05-18,21.546390533447266,45.122615814208984,35.8183708190918,34.872501373291016
2016-05-19,21.464351654052734,44.68746566772461,35.49729537963867,34.92599868774414
2016-05-20,21.69676971435547,44.953887939453125,35.81489181518555,35.13999938964844
2016-05-23,21.972482681274414,44.42993927001953,35.59356689453125,34.837501525878906
2016-05-24,22.307432174682617,45.8153076171875,36.37664794921875,35.209999084472656
2016-05-25,22.699356079101562,46.285980224609375,36.62824249267578,35.41749954223633
2016-05-26,22.879364013671875,46.081722259521484,36.570186614990234,35.74549865722656
2016-05-27,22.865692138671875,46.463600158691406,37.09968948364258,35.61199951171875
2016-05-31,22.754037857055664,47.06747817993164,37.161712646484375,36.13949966430664
2016-06-01,22.435035705566406,46.93427276611328,37.14236068725586,35.97200012207031
2016-06-02,22.26641273498535,46.60569381713867,36.9344367980957,36.4119987487793
2016-06-03,22.311992645263672,45.99291229248047,36.517086029052734,36.277000427246094
