Date,Open,High,Low,Close,Volume
2015-01-02 00:00:00-05:00,26.430298664187116,26.58910055297391,26.196068386511584,26.27894401550293,26480000
2015-01-05 00:00:00-05:00,26.159842033382823,26.201526888631296,25.693367301046194,25.77822494506836,41182000
2015-01-06 00:00:00-05:00,25.82983657629222,25.86506993560834,25.08794265394188,25.14203453063965,54456000
2015-01-07 00:00:00-05:00,25.355918529256122,25.382714585800812,24.993655911052315,25.068092346191406,46918000
2015-01-08 00:00:00-05:00,24.88745605812151,25.18470958416031,24.565388495888776,25.155431747436523,73054000
2015-01-09 00:00:00-05:00,25.218455261522696,25.239297689143015,24.745529031241983,24.848251342773438,42000000
2015-01-12 00:00:00-05:00,24.77480783466235,24.826417927884677,24.36143111102275,24.6666259765625,57138000
2015-01-13 00:00:00-05:00,24.940060867856943,25.239300231443412,24.676552735965288,24.9018497467041,60958000
2015-01-14 00:00:00-05:00,24.83336482637398,25.222425374457995,24.7212132549497,25.10679817199707,52800000
2015-01-15 00:00:00-05:00,25.25369009983225,25.296366913259128,24.912269913281328,25.011520385742188,51068000
2015-01-16 00:00:00-05:00,24.96883973120187,25.350952789884285,24.965861971164482,25.331600189208984,49658000
2015-01-20 00:00:00-05:00,25.446236936976952,25.58717227494788,25.277511692339537,25.305797576904297,46796000
2015-01-21 00:00:00-05:00,25.350458859185682,25.896831490561922,25.288427550358755,25.824378967285156,46356000
2015-01-22 00:00:00-05:00,25.953901500106248,26.739962132444344,25.899811511647165,26.66353988647461,56068000
2015-01-23 00:00:00-05:00,26.699767291330616,27.0659996583597,26.586621855302035,26.894296646118164,45966000
2015-01-26 00:00:00-05:00,26.871966059053122,26.871966059053122,26.40400143114213,26.63475799560547,30932000
2015-01-27 00:00:00-05:00,26.370750216611732,26.439233025193477,25.847701786405633,25.864078521728516,39148000
2015-01-28 00:00:00-05:00,26.053150086223937,26.087391490349304,25.425393534652653,25.429363250732422,35822000
2015-01-29 00:00:00-05:00,25.4526879769496,25.566329384103877,24.985219351028377,25.469064712524414,79018000
2015-01-30 00:00:00-05:00,25.75540086186241,26.95136445188612,25.71470795873333,26.675945281982422,121108000
2015-02-02 00:00:00-05:00,26.515654079262152,26.623837830082405,25.890379335094725,26.410449981689453,75378000
2015-02-03 00:00:00-05:00,26.29829508129068,26.67097888234952,26.142968832696788,26.465036392211914,47062000
2015-02-04 00:00:00-05:00,26.4570961940132,26.636242637507667,26.05463666846763,26.107736587524414,33896000
2015-02-05 00:00:00-05:00,26.198548350548318,26.335513952608967,26.08490695767317,26.292837142944336,33176000
2015-02-06 00:00:00-05:00,26.351398824329213,26.80844435635436,26.23428367532672,26.49382209777832,42938000
2015-02-09 00:00:00-05:00,26.35387627632108,26.4938196473041,26.179693395686797,26.265544891357422,30314000
2015-02-10 00:00:00-05:00,26.407965951708828,26.847146736738512,26.260083161216997,26.805461883544922,47430000
2015-02-11 00:00:00-05:00,26.784128022858194,26.89429569442898,26.599026041172312,26.69827651977539,38306000
2015-02-12 00:00:00-05:00,26.78065169246417,27.211397099891595,26.648649647734146,27.09577178955078,48590000
2015-02-13 00:00:00-05:00,27.17020899450773,27.419824054184307,27.12505039897322,27.351341247558594,47382000
2015-02-17 00:00:00-05:00,27.3513412625548,27.442650409408948,26.959302939823672,27.046146392822266,39174000
2015-02-18 00:00:00-05:00,26.98709296463159,27.172194934591545,26.775194938373996,26.929031372070312,31164000
2015-02-19 00:00:00-05:00,26.92010191404377,27.137955476448568,26.834746388150965,27.11760902404785,30834000
2015-02-20 00:00:00-05:00,27.173680759069764,27.173680759069764,26.70323632065378,26.88684844970703,38234000
2015-02-23 00:00:00-05:00,26.747901276188085,26.76278818461709,26.400525566163825,26.549400329589844,32906000
2015-02-24 00:00:00-05:00,26.378192429409328,26.76774896233429,26.350898502837588,26.730531692504883,28406000
2015-02-25 00:00:00-05:00,26.72010925792435,27.27243547629072,26.69876895967286,27.16127586364746,40836000
2015-02-26 00:00:00-05:00,27.082375863567233,27.79647993538524,27.050118369011518,27.75479507446289,54032000
2015-02-27 00:00:00-05:00,27.69821872620895,28.257494342129995,27.64263891703325,27.92053985595703,68328000
2015-03-02 00:00:00-05:00,28.13740270585175,28.58353102590686,27.946345210190998,28.5353946685791,50406000
2015-03-03 00:00:00-05:00,28.601392128486154,28.82470519613208,28.311086087069015,28.72247886657715,50526000
2015-03-04 00:00:00-05:00,28.632160870955687,28.86341337856102,28.411329577132125,28.69965171813965,37964000
2015-03-05 00:00:00-05:00,28.763671520139305,28.94132814890123,28.694692732976936,28.853492736816406,35918000
2015-03-06 00:00:00-05:00,28.88177697278826,28.920484069243443,28.388504276039424,28.43018913269043,37592000
2015-03-09 00:00:00-04:00,28.33192852957974,28.556729530815257,28.239129564673625,28.489736557006836,23478000
2015-03-10 00:00:00-04:00,28.21084494636263,28.274366078259387,27.78109150276836,27.782581329345703,40080000
2015-03-11 00:00:00-04:00,27.78010186536099,27.99745944103969,27.562248311796857,27.576143264770508,40524000
2015-03-12 00:00:00-04:00,27.714595437482508,27.881334864869004,27.56820246065857,27.848087310791016,35602000
2015-03-13 00:00:00-04:00,27.75181442062875,28.006391146895467,27.31015181762582,27.442649841308594,35428000
2015-03-16 00:00:00-04:00,27.637677971390843,27.976120400037875,27.359281047292676,27.87141227722168,36856000
2015-03-17 00:00:00-04:00,27.7051664906924,27.821785652820942,27.512622961063546,27.671422958374023,28892000
2015-03-18 00:00:00-04:00,27.67737806853234,28.113087075267696,27.467463944064626,28.095718383789062,35324000
2015-03-19 00:00:00-04:00,28.014331638642165,28.13541649704707,27.89523258478781,27.972150802612305,24660000
2015-03-20 00:00:00-04:00,28.123010649951073,28.14236325185742,28.01234700892189,28.035669326782227,44320000
2015-03-23 00:00:00-04:00,28.08777647665566,28.268412757337785,27.941879471256726,28.0565128326416,30234000
2015-03-24 00:00:00-04:00,28.213827563974373,28.875825586585304,28.19149530583099,28.66045379638672,79156000
2015-03-25 00:00:00-04:00,28.661939868423275,28.78600249236309,28.13740348815918,28.13740348815918,53070000
2015-03-26 00:00:00-04:00,28.020783324852605,28.146831748955687,27.706161082042534,27.970661163330078,49842000
2015-03-27 00:00:00-04:00,27.88083959269852,27.992001106815056,27.63767792160523,27.668445587158203,34552000
2015-03-30 00:00:00-04:00,27.802434829384836,27.897217720141064,27.630731824384306,27.846599578857422,24788000
2015-03-31 00:00:00-04:00,27.68779768680417,27.911606751548856,27.525523952048324,27.527013778686523,34932000
2015-04-01 00:00:00-04:00,27.533464889761103,27.71558720175403,27.096763958564374,27.26846694946289,38902000
2015-04-02 00:00:00-04:00,27.165246649010005,27.194524486830748,26.819358886342425,26.862533569335938,47760000
2015-04-06 00:00:00-04:00,26.739960745254912,27.07244955672539,26.58413850086125,26.993545532226562,33718000
2015-04-07 00:00:00-04:00,27.04515732486661,27.30171799526922,26.975682555049485,27.038705825805664,27318000
2015-04-08 00:00:00-04:00,27.095276438399615,27.36821572678448,27.095276438399615,27.2362117767334,28386000
2015-04-09 00:00:00-04:00,27.254572026203107,27.262511458019304,26.894293331648246,27.19551658630371,32366000
2015-04-10 00:00:00-04:00,27.272437129158597,27.28633208158112,27.04465834778427,27.221323013305664,26104000
2015-04-13 00:00:00-04:00,27.147383803174662,27.45605053087502,27.11016463803623,27.226285934448242,29326000
2015-04-14 00:00:00-04:00,27.123562229879163,27.123562229879163,26.586122888939016,26.78660774230957,47206000
2015-04-15 00:00:00-04:00,26.69629186913152,26.955830282800797,26.418886893232866,26.849136352539062,46962000
2015-04-16 00:00:00-04:00,26.71564546717092,27.057065678117738,26.70324034038023,26.97220802307129,31722000
2015-04-17 00:00:00-04:00,26.664033147859083,26.78759978583808,26.251650269776206,26.437246322631836,49234000
2015-04-20 00:00:00-04:00,26.487369835441832,27.085352583011485,26.467519361562132,27.022327423095703,38508000
2015-04-21 00:00:00-04:00,27.110659754302254,27.183112277676983,26.907197136796636,26.94243049621582,29128000
2015-04-22 00:00:00-04:00,26.94937723755585,27.343399464948178,26.86302976391744,27.253082275390625,31806000
2015-04-23 00:00:00-04:00,27.31412297111057,27.8480885959411,27.297746235723558,27.663978576660156,78184000
2015-04-24 00:00:00-04:00,28.78500906484416,29.015765609295876,28.204395030107936,28.467905044555664,92168000
2015-04-27 00:00:00-04:00,28.423737938239924,28.56020567953115,27.90416326507903,28.093730926513672,48062000
2015-04-28 00:00:00-04:00,28.004403746372944,28.178588509750107,27.837664329570313,28.006885528564453,37178000
2015-04-29 00:00:00-04:00,27.815332407932466,28.07983435856807,27.740400000869855,27.8590030670166,33622000
2015-04-30 00:00:00-04:00,27.718565844702574,27.845110245025943,27.13100622521979,27.232736587524414,47240000
2015-05-01 00:00:00-04:00,27.319083755715877,27.354319007809096,26.98858076358933,27.351341247558594,36572000
2015-05-04 00:00:00-04:00,27.342904436929107,27.625767056230554,27.164253963044967,27.434711456298828,35260000
2015-05-05 00:00:00-04:00,27.30171263211659,27.423295348458335,26.915133886684085,26.948383331298828,28528000
2015-05-06 00:00:00-04:00,26.928537064377405,26.992554181439914,26.41243609076203,26.55337142944336,39034000
2015-05-07 00:00:00-04:00,26.594062839964238,27.055575929843123,26.472482004515168,26.898759841918945,31844000
2015-05-08 00:00:00-04:00,27.237698985311653,27.43272429163105,27.19601412921147,27.241668701171875,28226000
2015-05-11 00:00:00-04:00,27.2188401329465,27.461011727885403,27.07542492066937,27.0843563079834,21858000
2015-05-12 00:00:00-04:00,26.936973487467913,26.944418835395656,26.549402711307728,26.73450469970703,35282000
2015-05-13 00:00:00-04:00,26.82085104089104,26.988086458791862,26.746908687047952,26.772218704223633,24238000
2015-05-14 00:00:00-04:00,26.994535699185377,27.278392156024342,26.92158720028717,27.254074096679688,31736000
2015-05-15 00:00:00-04:00,27.31313195146552,27.323553166515275,26.92158958068065,27.119592666625977,33440000
2015-05-18 00:00:00-04:00,26.98708967500595,27.21139469285305,26.909177618869656,27.128520965576172,26706000
2015-05-19 00:00:00-04:00,27.194525967094666,27.4625016810365,27.150857196914174,27.258047103881836,47126000
2015-05-20 00:00:00-04:00,27.339429035987404,27.594997712177225,27.050610913643407,27.418333053588867,30840000
2015-05-21 00:00:00-04:00,27.30370029375701,27.671422441690996,27.25903767703205,27.63172149658203,34170000
2015-05-22 00:00:00-04:00,27.51510199753943,27.70268574269061,27.473417141515885,27.51807975769043,24266000
2015-05-26 00:00:00-04:00,27.4218090529703,27.459028218009458,26.944913063108935,27.15433120727539,37474000
2015-05-27 00:00:00-04:00,27.228269528448177,27.55629072544195,27.124057388957606,27.504680633544922,34844000
2015-05-28 00:00:00-04:00,27.481854750055476,27.57961539304968,27.33347597002123,27.50120735168457,23544000
2015-05-29 00:00:00-04:00,27.452575539326666,27.489298724900063,27.0476361144687,27.06153106689453,43446000
2015-06-01 00:00:00-04:00,27.23075363195811,27.322062782996557,26.975184932974106,27.254573822021484,33210000
2015-06-02 00:00:00-04:00,27.166238273544838,27.729979569638008,27.12256761322847,27.48979377746582,31842000
2015-06-03 00:00:00-04:00,27.54686232165517,27.690279432149282,27.400469343979207,27.556291580200195,26710000
2015-06-04 00:00:00-04:00,27.40195402690997,27.589537754603978,27.25010152465747,27.37763786315918,26866000
2015-06-05 00:00:00-04:00,27.39302718714373,27.45902821399386,27.163758569250536,27.27045249938965,24396000
2015-06-08 00:00:00-04:00,27.274421591639793,27.287324588591463,26.943918594016772,26.9702205657959,27336000
2015-06-09 00:00:00-04:00,26.967243781125923,27.037712395988446,26.740456942696635,26.90471649169922,30016000
2015-06-10 00:00:00-04:00,27.080387922221867,27.5309838172219,27.051110083522598,27.422800064086914,30316000
2015-06-11 00:00:00-04:00,27.516596257245794,27.53346897212295,27.252590233518312,27.295764923095703,25872000
2015-06-12 00:00:00-04:00,27.152343578166626,27.236705246410978,27.076913297382482,27.168224334716797,25468000
2015-06-15 00:00:00-04:00,26.933002620635428,26.998507671064868,26.758323748187195,26.946401596069336,27150000
2015-06-16 00:00:00-04:00,27.01984532039401,27.129515109548503,26.87543625827291,27.03919792175293,32526000
2015-06-17 00:00:00-04:00,27.066492022669436,27.212389019281595,26.887345579469812,27.125049591064453,24440000
2015-06-18 00:00:00-04:00,27.1945248744358,27.65355617208708,27.1945248744358,27.6004581451416,41192000
2015-06-19 00:00:00-04:00,27.617331657574606,27.68631044333799,27.40592960634912,27.666955947875977,59290000
2015-06-22 00:00:00-04:00,27.760748044887578,28.068422801398977,27.73593400734135,27.774145126342773,34752000
2015-06-23 00:00:00-04:00,27.779605294519836,28.033190073921567,27.64859519983743,27.958255767822266,31396000
2015-06-24 00:00:00-04:00,27.913098064028627,27.921037496370687,27.631723370276966,27.71906280517578,28924000
2015-06-25 00:00:00-04:00,27.80491261780787,27.94584794507004,27.663977290545702,27.68829345703125,26684000
2015-06-26 00:00:00-04:00,27.775634215455725,27.79002514530144,27.38558171084378,27.445627212524414,43676000
2015-06-29 00:00:00-04:00,27.132495499755887,27.338439909999387,26.809435942126374,26.85955810546875,37756000
2015-06-30 00:00:00-04:00,27.050118003213587,27.090314929864608,26.774698823668665,26.79951286315918,34510000
2015-07-01 00:00:00-04:00,26.979155029034807,27.08584896140911,26.78561763845942,26.96129035949707,30760000
2015-07-02 00:00:00-04:00,27.032747499899706,27.19452525842251,26.97468590742082,27.161773681640625,28124000
2015-07-06 00:00:00-04:00,26.909180623274132,27.223308771939404,26.90173716920965,27.076417922973633,25614000
2015-07-07 00:00:00-04:00,27.1662390034766,27.343399645702927,26.79008144175643,27.295263290405273,33578000
2015-07-08 00:00:00-04:00,27.07542671214066,27.208420719320955,26.857075290667094,26.881887435913086,27662000
2015-07-09 00:00:00-04:00,27.226783112517296,27.238196282799034,27.026794231899636,27.028282165527344,29766000
2015-07-10 00:00:00-04:00,27.477882018658086,27.754790987929432,27.393024375579834,27.596982955932617,43436000
2015-07-13 00:00:00-04:00,27.76571128075888,28.42770925289534,27.72551435499295,28.372129440307617,41792000
2015-07-14 00:00:00-04:00,28.50959000185922,29.264386924519492,28.493213266804048,28.989959716796875,74832000
2015-07-15 00:00:00-04:00,28.96812676767525,29.213770233495065,28.792950024304222,28.97904396057129,41466000
2015-07-16 00:00:00-04:00,29.253967334360553,29.99834308387077,29.175559285936878,29.86336326599121,112642000
2015-07-17 00:00:00-04:00,33.745035010134615,34.88641270873732,33.645786421600015,34.71867752075195,257162000
2015-07-20 00:00:00-04:00,34.19066771581118,34.62835874176487,33.832870777740155,34.38221740722656,102436000
2015-07-21 00:00:00-04:00,33.98719837840989,35.01542855589257,33.950973066852185,34.50677490234375,75604000
