Price,Close,High,Low,Open,Volume,returns,log_returns,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI,BB_middle,BB_upper,BB_lower,BB_width,volatility_10,volatility_20,volatility_annual,volume_sma_20,volume_ratio,momentum_5,momentum_10,momentum_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,target
2015-03-16,27.78370475769043,27.78370475769043,27.32120018619715,27.54578113753917,143497200.0,0.011004497536769131,0.010944388630584893,27.968036460876466,28.397631931304932,26.56214443206787,27.931921265752774,27.71637605274575,0.21554521300702234,0.4693071141643048,-0.2537619011572825,32.710728048049035,28.397631931304932,29.6290435038182,27.166220358791666,0.08672635630267363,0.012886289090436447,0.013711566700077546,0.2176643734408785,234379600.0,0.6122427037165351,-0.01722490330232751,-0.03207026666625912,-0.01676127698037544,-0.006910631110825571,0.018079144015780146,-0.018231573598409545,0.004265460515795905,0.004903892651759945,1
2015-03-17,28.24842643737793,28.310686551220204,27.939348231903164,27.994937861613888,204092400.0,0.016726411532963947,0.016588065666849224,27.91644878387451,28.388848781585693,26.642815132141113,27.98061436907972,27.755787192348134,0.22482717673158703,0.42041112667776126,-0.19558394994617423,45.53332594795232,28.388848781585693,29.621970459542716,27.15572710362867,0.08687366560329715,0.014304409093791529,0.01419335759128474,0.22531256673330097,231953740.0,0.87988406653844,0.02031936083191277,-0.017934617303257294,-0.006180074644307476,0.011004497536769131,-0.006910631110825571,0.018079144015780146,-0.020685644350919574,0.002091858371068289,1
2015-03-18,28.5664005279541,28.71982845602437,28.09944795575962,28.23953321847968,261083600.0,0.01125634701391487,0.011193465775233604,27.91489200592041,28.386069107055665,26.74348876953125,28.070735316598856,27.815832624615243,0.25490269198361304,0.3873094397389316,-0.13240674775531858,44.97161884715583,28.386069107055665,29.617227011707183,27.154911202404147,0.08674381084667339,0.01474785385873735,0.014339349067030622,0.2276301095634545,236029580.0,1.1061477972379563,0.05096517862593686,-0.0005446713597024866,-0.001942334645327226,0.016726411532963947,0.011004497536769131,-0.006910631110825571,-0.018231573598409545,-0.006338929839101781,0
2015-03-19,28.350709915161133,28.73983730615354,28.32847440353944,28.62865805158428,183238000.0,-0.007550500196267351,-0.007579149525155932,27.939128112792968,28.375506973266603,26.839804191589355,28.113808331762282,27.855453164655678,0.258355167106604,0.3615185852124661,-0.1031634181058621,47.391202800469344,28.375506973266603,29.603933059428705,27.1470808871045,0.08658355160451853,0.01386841325031126,0.014432876674590107,0.22911481430538194,237719000.0,0.7708176460442792,0.02450764458670096,0.008622387250481367,-0.00739594658693743,0.01125634701391487,0.016726411532963947,0.011004497536769131,0.018079144015780146,-0.016570568407472952,0
2015-03-20,27.994937896728516,28.55083249807218,27.830393067587416,28.517480077372603,274780400.0,-0.012548963306289629,-0.012628366531119246,27.92356300354004,28.33548231124878,26.922404022216796,28.09552057252632,27.865785367031442,0.22973520549487603,0.3351619092689481,-0.1054267037740721,41.765670750824995,28.33548231124878,29.558451315528938,27.11251330696862,0.08632067672937815,0.014503043567597816,0.014538072068489703,0.23078473941334882,241668340.0,1.1370144719825526,0.01869093300168667,-0.005529230403978125,-0.02779931429210336,-0.007550500196267351,0.01125634701391487,0.016726411532963947,-0.006910631110825571,0.0015027614412015389,1
2015-03-23,28.28622817993164,28.428537502319035,28.13280025254547,28.266216726686977,150838800.0,0.010405105532924397,0.010351345023290538,27.925119400024414,28.271109867095948,26.992490768432617,28.124860204434828,27.896929279098124,0.2279309253367039,0.3137157124824993,-0.0857847871457954,44.732925806770204,28.271109867095948,29.346262353288136,27.19595738090376,0.0760601540757713,0.014851075108440158,0.013251163945544087,0.21035570629233064,235015460.0,0.6418250101503961,0.018086983957822156,0.0005505341057903124,-0.04353360863157241,-0.012548963306289629,-0.007550500196267351,0.01125634701391487,0.011004497536769131,0.004265460515795905,0
2015-03-24,28.17060279846191,28.47078477916667,28.14169510373466,28.29067660862039,131369200.0,-0.00408769174646495,-0.004096069195786009,27.973592948913574,28.21018362045288,27.059733352661134,28.13189752659284,27.91720139164359,0.21469613494925,0.29391179697584946,-0.07921566202659946,45.400269576270425,28.21018362045288,29.147893451140472,27.27247378976529,0.0664802358824588,0.013085734118360375,0.013224816923265355,0.209937460279911,227738300.0,0.5768428059751038,-0.002754972532312272,0.017508409018634374,-0.0414617590559726,0.010405105532924397,-0.012548963306289629,-0.007550500196267351,0.016726411532963947,-0.020685644350919574,0
2015-03-25,27.43460273742676,28.199516844224117,27.43460273742676,28.137256709291577,206620800.0,-0.02612652864763454,-0.02647388998721472,27.998942184448243,28.150035667419434,27.12448196411133,28.024621405182675,27.881453343183086,0.14316806199958876,0.26376304998059735,-0.1205949879810086,42.88397623996621,28.150035667419434,29.125869106130512,27.174202228708356,0.0693308847093574,0.01458212914435946,0.013277159008991497,0.21076836513151376,223127000.0,0.9260232961497263,-0.039619895037871555,0.009326048560319267,-0.042006336613088835,-0.00408769174646495,0.010405105532924397,-0.012548963306289629,0.01125634701391487,-0.018231573598409545,1
2015-03-26,27.62582778930664,27.768137135955826,27.26115987646045,27.296738061353363,190291600.0,0.006970213992528729,0.006946034344171575,27.994272804260255,28.081327056884767,27.188758239746093,27.963268541201746,27.862518116970016,0.1007504242317303,0.23116052483082394,-0.13041010059909364,44.62664261546645,28.081327056884767,28.99682276328662,27.165831350482915,0.0652031654022133,0.013523235478630817,0.013003540991252461,0.20642481375653007,214384080.0,0.8876200135756349,-0.025568394160981667,-0.001687370691030754,-0.04738524864459859,-0.02612652864763454,-0.00408769174646495,0.010405105532924397,-0.007550500196267351,0.018079144015780146,0
2015-03-27,27.405689239501953,27.728108434323467,27.330088152452873,27.69920243570958,158184800.0,-0.007968577502314611,-0.008000496294010354,27.986713027954103,28.023402404785156,27.25049217224121,27.877487110171007,27.82867894086127,0.04880816930973708,0.19469005372660658,-0.1458818844168695,41.3208367590972,28.023402404785156,28.956688712863297,27.090116096707014,0.06660763704544154,0.01358654655442846,0.012734123296847045,0.2021479404473473,209890360.0,0.7536544317709494,-0.021048400228650732,-0.0027508814654303437,-0.04055754267969158,0.006970213992528729,-0.02612652864763454,-0.00408769174646495,-0.012548963306289629,-0.006910631110825571,1
