Date,Open,High,Low,Close,Volume,returns,log_returns,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI,BB_middle,BB_upper,BB_lower,BB_width,volatility_10,volatility_20,volatility_annual,volume_sma_20,volume_ratio,momentum_5,momentum_10,momentum_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,target
2015-03-17 00:00:00-04:00,18.555500030517575,18.725000381469727,18.48200035095215,18.59600067138672,40740000,-0.0038301257588269078,-0.0038374794735981962,18.839299774169923,18.93509998321533,17.34762990951538,18.762083623659375,18.496234238087553,0.2658493855718227,0.4494773381424141,-0.1836279525705914,45.72592448772327,18.93509998321533,19.535749482140094,18.334450484290567,0.06344297093305007,0.014070478991962333,0.013233584427867148,0.21007664010068075,52395900.0,0.8985817592597894,-0.013762677575744453,-0.0319193783960704,-0.022208825984740055,-0.009779850663734324,0.021480981698574597,-0.008497717902359425,-0.004025359322132216,0.014467673309540796,1
2015-03-18 00:00:00-04:00,18.49850082397461,18.79949951171875,18.334999084472656,18.756999969482425,53082000,0.008657737808293042,0.008620474519045618,18.775849914550783,18.926325035095214,17.411029930114747,18.736532400232814,18.50362434425786,0.2329080559749528,0.40616348170892186,-0.17325542573396907,37.98037358772804,18.926325035095214,19.541978290599733,18.310671779590695,0.06505787619761458,0.014071103998407495,0.012731370028965508,0.20210423367470357,50759700.0,0.8026052163428862,0.006522181477012889,-0.032994390180037914,-0.009349224400081568,0.007474781080550219,-0.009779850663734324,0.021480981698574597,-0.02390635046947598,-0.0027226923140073467,0
2015-03-19 00:00:00-04:00,18.693500518798828,18.855499267578125,18.60950088500977,18.66200065612793,38314000,-0.005064739217841785,-0.005077608480877827,18.737949943542482,18.93074998855591,17.483979930877684,18.73968125704045,18.522392909089312,0.21728834795113627,0.3683884549573648,-0.1511001070062285,41.757688789941234,18.93074998855591,19.53983791953335,18.321662057578468,0.06434905445855549,0.014540553979548896,0.01282600129299536,0.20360645841995167,50763200.0,1.04567875941627,0.023937518806935065,-0.01980558718799119,0.004740555746101549,-0.0038301257588269078,0.007474781080550219,-0.009779850663734324,-0.008497717902359425,-0.004914047560482082,1
2015-03-20 00:00:00-04:00,18.81450080871582,18.9685001373291,18.79599952697754,18.92449951171875,75272000,0.014065954686622861,0.013967947123365439,18.664999961853027,18.916349983215333,17.561929950714113,18.7277303953616,18.532734223684766,0.19499617167683425,0.3337099983012587,-0.13871382662442444,43.805968161700484,18.916349983215333,19.537029054400783,18.295670912029884,0.06562355546774978,0.013524520865300161,0.012389059687214423,0.19667022546183016,49725100.0,0.7705162986097565,-0.002672041328877328,-0.037619565227013485,-0.015197894206672835,0.008657737808293042,-0.0038301257588269078,0.007474781080550219,0.021480981698574597,0.013351839346541716,0
2015-03-23 00:00:00-04:00,18.903499603271484,19.088499069213867,18.746999740600582,18.75550079345703,44786000,-0.00893015522852103,-0.008970268052454936,18.65699996948242,18.90342493057251,17.641999950408934,18.758002567108853,18.561753874650247,0.19624869245860666,0.3062177371327283,-0.10996904467412166,43.5532884889511,18.90342493057251,19.511359252206045,18.295490608938973,0.06432001860682122,0.013269994678793019,0.012492638549543052,0.19831448892665746,50230700.0,1.4985258019498036,0.021344929431494908,-0.0042095254325369424,-0.013475527563389322,-0.005064739217841785,0.008657737808293042,-0.0038301257588269078,-0.009779850663734324,-0.019957250762314804,0
2015-03-24 00:00:00-04:00,18.699499130249023,18.761999130249023,18.613500595092773,18.704500198364254,44564000,-0.002719233981241853,-0.0027229378138796468,18.63975009918213,18.89084997177124,17.7166499710083,18.75761767885473,18.576105498265566,0.18151218058916285,0.28127662582401525,-0.0997644452348524,41.80187772408256,18.89084997177124,19.50016638462545,18.281533558917026,0.06450915800662432,0.013509724079038749,0.012483920694790013,0.1981760972728023,50293000.0,0.890501660270813,0.00471414240678536,-0.009113414390949814,-0.013231923840122062,0.014065954686622861,-0.005064739217841785,0.008657737808293042,0.007474781080550219,-0.004025359322132216,0
2015-03-25 00:00:00-04:00,18.758499145507812,19.024999618530273,18.51449966430664,18.54800033569336,68590000,-0.008366963084348034,-0.00840216259951789,18.662650108337402,18.879599952697752,17.793809967041014,18.74944575877927,18.585616216791394,0.16382954198787658,0.25778720905678754,-0.09395766706891095,42.43910981822845,18.879599952697752,19.494197286359803,18.2650026190357,0.06510702930167007,0.010898015119025165,0.012467645339459472,0.1979177340165794,50600400.0,0.880704500359681,0.005834562436023205,0.01239479798808274,-0.01188622914380677,-0.00893015522852103,0.014065954686622861,-0.005064739217841785,-0.0038301257588269078,-0.02390635046947598,0
2015-03-26 00:00:00-04:00,18.47949981689453,18.56999969482422,18.282499313354492,18.36750030517578,58600000,-0.009731508909358144,-0.009779169500559888,18.685600090026856,18.84357500076294,17.873359966278077,18.71845415522759,18.582829855228578,0.13562429999901227,0.23335462724523248,-0.09773032724622022,34.68866439681781,18.84357500076294,19.446545986300986,18.240604015224893,0.06399751485730638,0.010885043328423681,0.01178903079450143,0.18714506208439796,50855400.0,1.3487259956661437,-0.011142487291630254,0.012528308016205525,-0.03739258697301184,-0.002719233981241853,-0.00893015522852103,0.014065954686622861,0.008657737808293042,-0.008497717902359425,1
2015-03-27 00:00:00-04:00,18.355499267578125,18.65850067138672,18.328500747680664,18.527999877929688,52196000,0.008738237108327551,0.008700279674878311,18.651150131225585,18.79995002746582,17.94596996307373,18.66446125521962,18.56687951818763,0.09758173703199091,0.20620004920258417,-0.10861831217059326,37.49999064289317,18.79995002746582,19.408383442233387,18.19151661269825,0.06472713106988857,0.008713241722597811,0.011919517697712633,0.18921647745588474,51098300.0,1.146809189346808,-0.015780749147891848,-0.018410623662845294,-0.04534820563002928,-0.008366963084348034,-0.002719233981241853,-0.00893015522852103,-0.005064739217841785,0.021480981698574597,1
2015-03-30 00:00:00-04:00,18.5935001373291,18.805999755859375,18.57749938964844,18.72949981689453,36418000,0.010875428556369249,0.010816716379716264,18.651050186157228,18.775950050354005,18.023259963989258,18.643467197175017,18.56399954483519,0.07946765233982589,0.18085356983003253,-0.10138591749020665,42.4012064441277,18.775950050354005,19.387687980478994,18.164212120229017,0.06516186168842673,0.008801513076417253,0.011925976495636577,0.1893190076943358,51175800.0,1.0199352037486469,-0.020951657587749417,-5.3939808937752964e-05,-0.025252501940161376,-0.009731508909358144,-0.008366963084348034,-0.002719233981241853,0.014065954686622861,-0.009779850663734324,0
