Price,Close,High,Low,Open,Volume,returns,log_returns,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_hist,RSI,BB_middle,BB_upper,BB_lower,BB_width,volatility_10,volatility_20,volatility_annual,volume_sma_20,volume_ratio,momentum_5,momentum_10,momentum_20,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,target
2015-03-16,35.678062438964844,35.746738428577004,35.437688288303356,35.60079990389643,35273500.0,0.0043501698832080216,0.00434073524582259,36.281568145751955,36.96233577728272,37.52982620239258,36.29124490796876,36.78137312200568,-0.49012821403692186,-0.3327932235614455,-0.1573349904754764,24.130626799267205,36.96233577728272,38.66936878996458,35.255302764600856,0.09236607897117882,0.012251856837086733,0.009397033029715507,0.1491732747509224,33703375.0,1.0465865807207735,-0.03010475995616757,-0.05287157093683359,-0.045913473946518124,0.0087760443692122,-0.022868205115340268,-0.0011897157305730266,0.011567190208568778,0.0006842222226501882,1
2015-03-17,35.79826354980469,35.90986576594376,35.32610486202876,35.514966372253724,31673400.0,0.003369048166375954,0.0033633856382579664,36.145931243896484,36.88164005279541,37.448622436523436,36.21540162209737,36.708550190731536,-0.4931485686341688,-0.3648642925759902,-0.1282842760581786,26.774809659139564,36.88164005279541,38.65059979445655,35.11268031113428,0.09592630583286972,0.012150177145967002,0.00946436504484882,0.1502421373548159,33602260.0,0.9425973133949919,-0.007851299172115134,-0.03650605388329853,-0.043138747175850645,0.0043501698832080216,0.0087760443692122,-0.022868205115340268,-0.019136080093803964,-0.01367377118390467,1
2015-03-18,36.48502731323242,36.76832439133706,35.48061754498768,35.56646335815449,44194800.0,0.019184275865008482,0.01900257779780256,36.09785614013672,36.837429428100585,37.388484420776365,36.256882497656605,36.69199294054641,-0.43511044288980827,-0.37891352263875383,-0.05619692025105444,36.219065459301675,36.837429428100585,38.59926129499512,35.07559756120605,0.09565444137915656,0.01409832085728864,0.010602323253139492,0.16830666388394644,34456415.0,1.2826290837279501,0.012386807714239056,-0.013005300011134757,-0.02366150605310957,0.003369048166375954,0.0043501698832080216,0.0087760443692122,-0.0011897157305730266,-0.005082925182528175,0
2015-03-19,36.30474090576172,36.56228156165256,36.24464819521409,36.27898454780765,33879100.0,-0.004941380636031889,-0.004953629625265621,36.02746047973633,36.78549175262451,37.336333389282224,36.264245329672775,36.66330760463644,-0.3990622749636614,-0.3829432731037354,-0.01611900185992604,36.21898015373612,36.78549175262451,38.54575187706942,35.0252316281796,0.0957040420327845,0.014115944964143801,0.01063532746079448,0.16883058943798945,34770200.0,0.9743717321154322,0.030960433812653676,-0.019021382847049684,-0.027816183937418693,0.019184275865008482,0.003369048166375954,0.0043501698832080216,-0.022868205115340268,0.0011610511356805464,1
2015-03-20,36.81125259399414,36.897098419511686,36.47644928974405,36.536542022568,71904500.0,0.01395166789778779,0.013855239237907902,36.07210159301758,36.74342651367188,37.284425048828126,36.34840029341452,36.674266492737004,-0.3258661993224834,-0.371527858347485,0.04566165902500158,41.961453612312894,36.74342651367188,38.45600663835253,35.03084638899123,0.09321831343320222,0.013750521534779682,0.01097610654184262,0.17424028964078847,36879370.0,1.9497214838539811,0.036249876507149725,0.012275899326799733,-0.022343894751089888,-0.004941380636031889,0.019184275865008482,0.003369048166375954,0.0087760443692122,-0.017397425251566512,0
2015-03-23,36.7940788269043,37.02586646070703,36.725399554011055,36.81124864512761,26246100.0,-0.0004665357976068041,-0.00046664465929192715,36.07296142578125,36.68805561065674,37.20898750305176,36.41696622164372,36.6831414804531,-0.2661752588093833,-0.35045733843986465,0.08428207963048134,46.27663890996445,36.68805561065674,38.31231516180806,35.06379605950542,0.08854432452830897,0.013270969321937585,0.010828451106151877,0.17189633226540088,36565735.0,0.7177785432181248,0.031280184843239356,0.00023374243098150949,-0.029218319888482336,0.01395166789778779,-0.004941380636031889,0.019184275865008482,0.0043501698832080216,0.011567190208568778,1
2015-03-24,36.82841110229492,37.060195414961925,36.6996391287623,36.725392213545895,25513300.0,0.0009330924019632647,0.0009326573418611143,36.14764747619629,36.636976623535155,37.14105598449707,36.480265434051596,36.693902193182126,-0.21363675913053015,-0.3230932225779978,0.10945646344746762,48.53467302984531,36.636976623535155,38.169017958177996,35.104935288892314,0.0836336114950422,0.011427744879963652,0.010841316047555118,0.17210055687890724,36577815.0,0.6975074919045875,0.028776467077991974,0.020699235253730963,-0.02699022429417497,-0.0004665357976068041,0.01395166789778779,-0.004941380636031889,0.003369048166375954,-0.019136080093803964,0
2015-03-25,35.59221649169922,36.8541702506399,35.57504667408279,36.84558370442776,43469900.0,-0.03356633027588507,-0.03414261204827954,36.103006744384764,36.52837963104248,37.058458709716795,36.343642519843534,36.612295844924134,-0.26865332508059936,-0.3122052430785181,0.04355191799791874,37.95618165140709,36.52837963104248,38.03164548442915,35.02511377765582,0.08230673621827793,0.016098371604779907,0.013025587367157726,0.20677478912426353,37263320.0,1.1665600381286476,-0.02447060855589378,-0.012386913564486957,-0.05751326284664493,0.0009330924019632647,-0.0004665357976068041,0.01395166789778779,0.019184275865008482,-0.0011897157305730266,0
2015-03-26,35.377593994140625,35.72098375133459,35.12863658391537,35.38618053921456,37495600.0,-0.0060300402367087225,-0.0060482943483491005,36.119317626953126,36.4060474395752,36.97566078186035,36.195019669735395,36.5208364485698,-0.3258167788344082,-0.31492755022969615,-0.010889228604712031,40.944840013295774,36.4060474395752,37.86278098087079,34.949313898279605,0.08002700890358391,0.014358323161544216,0.012999478159783964,0.20636031830642362,37690235.0,0.9948359303145762,-0.025537901896276916,0.0046318673950029865,-0.06468455070432377,-0.03356633027588507,0.0009330924019632647,-0.0004665357976068041,-0.004941380636031889,-0.022868205115340268,0
2015-03-27,35.171566009521484,35.56646197441772,35.051380565840695,35.30033472426187,34401400.0,-0.005823685597535655,-0.005840709380788636,36.08412132263184,36.282427597045896,36.895561370849606,36.037565260471716,36.42089049012178,-0.38332522965006177,-0.3286070861137693,-0.05471814353629245,34.59030890916587,36.282427597045896,37.7162827172696,34.84857247682219,0.07903854373517434,0.014170662485351678,0.01300808762633261,0.20649698935087551,37719920.0,0.9120220827615754,-0.04454308041504074,-0.009907885072184208,-0.06567844251079158,-0.0060300402367087225,-0.03356633027588507,0.0009330924019632647,0.01395166789778779,0.0087760443692122,0
