Ticker,Optimal_Weight,Expected_Annual_Return,Annual_Volatility
AAPL,0.2683236377184184,0.27199363195211157,0.2903852181382092
MSFT,0.4581281818887738,0.287063280869023,0.2782589436300005
GOOGL,3.642919299551295e-17,0.22583037182746027,0.2852172829395428
AMZN,0.27354818039280787,0.30986004725408745,0.3326709659130409
